Team,Games,Record,WinPct,RawOffEff,RawDefEff,RawNetEff,AvgTempo,OffEffStd,DefEffStd,AvgPointsFor,AvgPointsAgainst,AvgMargin,RawRank
Rhode Island Rams,17,10-7,0.5882352941176471,96.17571460270128,87.82428539729874,8.35142920540253,75.03196930946291,10.266107598408652,10.266107598408652,72.11764705882354,65.94117647058823,6.176470588235294,91.0
UC San Diego Tritons,15,11-4,0.7333333333333333,96.04992882752109,88.05377487618263,7.996153951338457,81.47101449275361,6.31348361319035,6.236720695391127,78.26666666666667,71.73333333333333,6.533333333333333,92.0
San Diego State Aztecs,14,10-4,0.7142857142857143,100.63594060927498,92.77675780342342,7.859182805851598,78.8198757763975,15.666327869990006,17.401758955667816,79.71428571428571,73.78571428571429,5.928571428571429,93.0
Buffalo Bulls,14,11-3,0.7857142857142857,96.84735466347097,89.04153422541792,7.805820438053026,81.68478260869564,5.777076360572364,6.921314166601391,79.0,73.0,6.0,94.0
Ole Miss Rebels,16,9-7,0.5625,96.34811106853316,88.72133337591129,7.626777692621858,78.14538043478261,10.181610801913624,11.010803900702694,75.1875,69.5625,5.625,95.0
Notre Dame Fighting Irish,16,10-6,0.625,95.90170543109521,88.36218345779369,7.539521973301525,76.26358695652173,8.858312603120497,8.48621271840788,73.5,67.3125,6.1875,96.0
Wake Forest Demon Deacons,17,10-7,0.5882352941176471,97.2240562835043,89.8478391413323,7.376217142171993,83.91943734015344,13.71006451521622,10.556475279746838,81.76470588235294,75.41176470588235,6.352941176470588,97.0
Kansas State Wildcats,16,9-7,0.5625,98.89123338956259,91.7476554993263,7.143577890236299,87.20788043478261,13.675632560029245,13.462834045640813,86.4375,80.0,6.4375,98.0
Bradley Braves,17,11-6,0.6470588235294118,96.89125231174484,89.84077383204601,7.050478479698848,80.1854219948849,11.40089166234644,11.045584861175957,77.76470588235294,72.23529411764706,5.529411764705882,99.0
North Dakota State Bison,16,11-5,0.6875,96.99922332038294,90.00077667961708,6.998446640765872,80.90353260869566,8.111613437776546,7.852281349423211,78.5625,73.0,5.5625,100.0
Nevada Wolf Pack,16,12-4,0.75,96.36953746305454,89.4499069813899,6.919630481664643,80.0883152173913,7.118239544061123,8.69320389856813,77.0625,71.9375,5.125,101.0
Liberty Flames,13,10-3,0.7692307692307693,96.51424225113942,89.65669791980075,6.857544331338678,79.41471571906354,12.943092358557232,13.25941408826643,77.0,71.07692307692308,5.923076923076923,102.0
Stanford Cardinal,17,13-4,0.7647058823529411,95.37622263589319,88.53227409613297,6.843948539760219,80.12787723785166,7.75828980314795,6.783995162444197,76.94117647058823,70.6470588235294,6.294117647058823,103.0
Hofstra Pride,15,11-4,0.7333333333333333,95.3515355236189,88.6484644763811,6.703071047237823,78.6231884057971,5.2035935144552115,5.203593514455207,74.86666666666666,69.8,5.066666666666666,104.0
St. Thomas-Minnesota Tommies,15,11-4,0.7333333333333333,96.84661095298951,90.16079645441792,6.685814498571611,83.34782608695652,9.349325851210516,8.825807207551334,80.8,75.26666666666667,5.533333333333333,105.0
Creighton Bluejays,17,10-7,0.5882352941176471,95.86619427248333,89.25798873405265,6.608205538430694,80.33248081841433,13.152870191124604,12.863087883252122,77.17647058823529,71.6470588235294,5.529411764705882,106.0
Colorado State Rams,15,10-5,0.6666666666666666,96.14208621749752,89.576432301021,6.565653916476545,80.9710144927536,11.192245014634548,10.652484145282646,77.93333333333334,72.6,5.333333333333333,107.0
Siena Saints,16,10-6,0.625,95.16031148195125,88.83968851804877,6.320622963902474,73.06385869565217,8.956577557287305,8.956577557287307,69.3125,65.125,4.1875,108.0
San Francisco Dons,18,11-7,0.6111111111111112,95.15004504692907,88.87464631109562,6.275398735833456,78.21859903381642,7.625796641495845,7.64034910475277,74.44444444444444,69.5,4.944444444444445,109.0
Florida Atlantic Owls,14,8-6,0.5714285714285714,96.65037150572495,90.38137452602108,6.268996979703905,82.9503105590062,12.18194636073003,7.747058937709682,80.42857142857143,74.92857142857143,5.5,110.0
USC Trojans,15,12-3,0.8,98.41412722030618,92.22290981673086,6.191217403575299,84.0,14.585887504169554,12.355062323888706,83.13333333333334,77.4,5.733333333333333,111.0
Fordham Rams,14,7-7,0.5,95.01707449538834,88.98292550461164,6.034148990776699,73.40838509316768,9.641691980105893,9.641691980105895,69.64285714285714,65.42857142857143,4.214285714285714,112.0
Columbia Lions,14,10-4,0.7142857142857143,97.36938872402949,91.48775413311338,5.881634590916127,79.9611801242236,13.672037293316542,12.13048912671373,78.42857142857143,73.07142857142857,5.357142857142857,113.0
Georgia Tech Yellow Jackets,17,10-7,0.5882352941176471,95.8993549371572,90.07450127199313,5.824853665164076,79.50127877237851,8.74812752277081,9.360513046439191,76.0,72.05882352941177,3.9411764705882355,114.0
Temple Owls,15,10-5,0.6666666666666666,94.85379192921057,89.24991177449311,5.6038801547174755,79.76811594202898,8.689859227194615,8.831090453100083,75.66666666666667,71.2,4.466666666666667,115.0
DePaul Blue Demons,17,10-7,0.5882352941176471,94.61780274136657,89.66977895797983,4.948023783386748,76.7774936061381,12.466402971211739,12.252876223151917,72.88235294117646,68.6470588235294,4.235294117647059,116.0
Providence Friars,16,8-8,0.5,102.0234232626135,97.08768784849761,4.9357354141159036,87.2078804347826,10.397002786596072,16.171918650218892,89.125,84.9375,4.1875,117.0
Pittsburgh Panthers,16,7-9,0.4375,94.39899448983476,89.62878328794301,4.77021120189176,77.56793478260869,12.86925995462006,12.823506499502042,73.1875,69.5625,3.625,118.0
St. Bonaventure Bonnies,15,10-5,0.6666666666666666,95.17267852411973,90.42732147588026,4.745357048239502,82.44202898550724,5.462980718837168,6.262078251874786,78.33333333333333,74.8,3.533333333333333,119.0
Massachusetts Minutemen,16,9-7,0.5625,97.0556398114403,92.47213796633747,4.583501845102827,82.04483695652175,8.737753303657248,8.724377255120327,79.875,76.0625,3.8125,120.0
Mississippi State Bulldogs,16,10-6,0.625,96.35671461838841,91.80995204827826,4.54676257011014,83.18614130434781,9.817424305144065,11.748265931515146,80.0,76.8125,3.1875,121.0
Wright State Raiders,15,8-7,0.5333333333333333,94.28227987240527,89.74734975722437,4.534930115180893,81.65217391304348,9.189289820907335,9.193283782785146,76.86666666666666,73.4,3.466666666666667,122.0
UT Martin Skyhawks,14,10-4,0.7142857142857143,94.22993823135656,89.88117287975456,4.348765351602019,76.26552795031056,9.308299252521698,9.300539378330106,71.78571428571429,68.64285714285714,3.142857142857143,123.0
Pacific Tigers,17,10-7,0.5882352941176471,94.97549212986644,90.64542290281331,4.330069227053139,77.62787723785165,11.443148931532372,11.31378647261476,73.76470588235294,70.52941176470588,3.235294117647059,124.0
UC Irvine Anteaters,16,10-6,0.625,94.1010343326839,89.8989656673161,4.202068665367799,76.01902173913044,8.33761238606109,8.337612386061094,71.75,68.125,3.625,125.0
Oregon Ducks,16,8-8,0.5,95.01089529768066,90.83632692454157,4.174568373139107,80.58423913043478,9.111026413733923,10.635449748513333,76.6875,73.25,3.4375,126.0
Elon Phoenix,15,9-6,0.6,98.21752202931037,94.09358908180072,4.123932947509668,85.46376811594203,9.376301487094036,11.174388013739366,83.73333333333333,81.0,2.7333333333333334,127.0
California Baptist Lancers,18,12-6,0.6666666666666666,94.4738707156565,90.50143792631881,3.972432789337688,77.33091787439614,8.06770426032443,8.471181085694225,73.05555555555556,70.11111111111111,2.9444444444444446,128.0
Winthrop Eagles,16,8-8,0.5,96.89211823282959,92.92732621161485,3.964792021214734,84.4836956521739,10.934999588993353,10.207926149710952,82.0,78.6875,3.3125,129.0
Seattle U Redhawks,16,10-6,0.625,94.00806295202338,90.22804815908773,3.780014792935643,77.90760869565217,7.031736921450545,7.42660955646717,73.25,70.3125,2.9375,130.0
Duquesne Dukes,14,7-7,0.5,96.29026926596269,92.61449263879923,3.675776627163443,87.54658385093168,9.36087462698178,11.006983020194113,84.35714285714286,81.14285714285714,3.2142857142857144,131.0
William & Mary Tribe,15,9-6,0.6,95.48635703741034,91.81734666629335,3.6690103711169977,83.42028985507245,9.824979462983174,11.007960833919842,79.66666666666667,76.8,2.8666666666666667,132.0
Northern Kentucky Norse,15,10-5,0.6666666666666666,94.78029453148594,91.23452028332888,3.5457742481570858,84.23188405797102,10.227761647651816,8.992673688439837,80.0,76.8,3.2,133.0
Penn State Nittany Lions,16,9-7,0.5625,95.41930069840254,91.99736596826415,3.4219347301383913,81.75271739130434,13.115349590899246,15.659635584800371,78.125,75.375,2.75,134.0
Austin Peay Governors,13,8-5,0.6153846153846154,95.11787886291803,91.77101002597087,3.3468688369471717,78.31103678929767,9.338017666543458,8.805055417057918,74.6923076923077,72.0,2.6923076923076925,135.0
New Mexico State Aggies,12,6-6,0.5,93.90692708450153,90.59307291549847,3.313854169003084,78.65036231884058,7.367773787683158,7.767500991203767,73.58333333333333,71.58333333333333,2.0,136.0
Georgetown Hoyas,16,9-7,0.5625,94.31128283513128,91.02205049820206,3.2892323369292162,81.48097826086956,7.971462275169419,8.631934659837459,77.125,74.0,3.125,137.0
Quinnipiac Bobcats,15,10-5,0.6666666666666666,95.23961236695855,92.00483207748591,3.234780289472651,79.75362318840578,9.580961953846623,13.371204264342923,75.66666666666667,74.0,1.6666666666666667,138.0
Arizona State Sun Devils,16,10-6,0.625,96.2206244780495,93.01548663306161,3.205137844987912,84.15760869565217,8.70923057128568,11.02517368062392,80.75,78.8125,1.9375,139.0
Troy Trojans,15,9-6,0.6,100.21114365688,97.1814489357126,3.029694721167429,82.00000000000001,11.251191694496717,11.92612013375501,82.6,80.33333333333333,2.2666666666666666,140.0
Kent State Golden Flashes,14,10-4,0.7142857142857143,99.87483134249604,96.99818453051982,2.876646811976203,86.83229813664596,12.739717312778753,11.682553628422031,86.85714285714286,84.5,2.357142857142857,141.0
South Alabama Jaguars,15,10-5,0.6666666666666666,94.0817468003175,91.57751245894178,2.5042343413757284,75.92753623188405,8.091784914815243,7.8757679436468875,71.6,69.6,2.0,142.0
Charleston Southern Buccaneers,16,8-8,0.5,96.32128744802128,93.81760144086762,2.5036860071536675,83.30842391304347,14.286134518712467,10.266133457747097,80.375,78.4375,1.9375,143.0
Furman Paladins,14,9-5,0.6428571428571429,94.20254339449062,91.79745660550938,2.4050867889812357,79.34006211180125,8.732621735837206,8.199502531920393,74.78571428571429,73.0,1.7857142857142858,144.0
UT Arlington Mavericks,14,9-5,0.6428571428571429,93.17323248619616,90.82676751380384,2.3464649723922713,73.6413043478261,8.595772517126923,8.595772517126926,68.42857142857143,67.07142857142857,1.3571428571428572,145.0
Florida State Seminoles,16,7-9,0.4375,96.57586733499181,94.2852437761193,2.29062355887252,85.91032608695653,16.513520306399478,18.910538648927464,82.9375,81.3125,1.625,146.0
Portland State Vikings,11,6-5,0.5454545454545454,95.29387830838799,93.11016209565241,2.1837162127355687,81.6403162055336,8.302845447159308,6.925357668661495,78.18181818181819,76.0,2.1818181818181817,147.0
Memphis Tigers,14,7-7,0.5,93.37540136405046,91.48174149309239,1.8936598709580619,79.66614906832298,7.187744360178515,8.663953160465375,74.14285714285714,73.21428571428571,0.9285714285714286,148.0
Boston College Eagles,16,7-9,0.4375,93.52898313016837,91.67935020316497,1.8496329270033804,73.79755434782608,8.417323457922983,8.805203110646254,69.0,67.875,1.125,149.0
Harvard Crimson,15,7-8,0.4666666666666667,92.91808386159323,91.08191613840677,1.8361677231864462,75.68840579710145,10.656996223264155,10.656996223264148,70.13333333333334,69.13333333333334,1.0,150.0
Loyola Marymount Lions,18,10-8,0.5555555555555556,93.2090097296939,91.42061989993573,1.7883898297581713,78.85869565217392,11.403268598312465,12.316313292367921,73.5,72.16666666666667,1.3333333333333333,151.0
Weber State Wildcats,15,7-8,0.4666666666666667,94.97627365133509,93.2163189412575,1.7599547100776078,83.63768115942027,8.802612179645312,8.913374606502046,79.46666666666667,78.2,1.2666666666666666,152.0
Boise State Broncos,14,8-6,0.5714285714285714,95.40436733166243,93.65912473182962,1.7452425998328027,77.49223602484471,12.02953360525882,11.857834461743114,74.21428571428571,72.92857142857143,1.2857142857142858,153.0
Marshall Thundering Herd,16,10-6,0.625,94.4298539536695,92.6951460463305,1.7347079073389766,82.54076086956522,7.8569040571108415,9.26823242746398,78.0,76.6875,1.3125,154.0
Charleston Cougars,16,10-6,0.625,93.21699650604253,91.51911460506858,1.697881900973945,81.94293478260869,7.791568768422759,8.652441323429443,76.25,75.1875,1.0625,155.0
Davidson Wildcats,15,9-6,0.6,93.51183852428368,91.88075406830892,1.6310844559747693,75.58695652173911,12.802183984033482,12.858535764591858,70.66666666666667,69.66666666666667,1.0,156.0
Tulane Green Wave,15,11-4,0.7333333333333333,93.64784178158013,92.04104710730876,1.6067946742713655,78.77536231884058,9.886033236885547,10.297475990636796,73.53333333333333,72.93333333333334,0.6,157.0
Arkansas State Red Wolves,15,10-5,0.6666666666666666,94.01295378854492,92.43149065589952,1.5814631326453792,86.12318840579711,8.869151799171972,8.823144144786497,80.93333333333334,79.73333333333333,1.2,158.0
Northern Colorado Bears,14,8-6,0.5714285714285714,95.42557120943586,93.87601609215143,1.5495551172844142,85.6444099378882,6.828453282311719,8.295067220793504,81.64285714285714,80.71428571428571,0.9285714285714286,159.0
Southern Illinois Salukis,16,7-9,0.4375,94.12863996332578,92.7880267033409,1.3406132599848855,81.01222826086956,9.05376173640656,8.69708806298365,76.375,75.3125,1.0625,160.0
Xavier Musketeers,17,10-7,0.5882352941176471,93.34835802407461,92.10262236808225,1.2457356559923525,82.1547314578005,11.772477799981983,10.584872246048509,76.76470588235294,75.70588235294117,1.0588235294117647,161.0
Kennesaw State Owls,13,7-6,0.5384615384615384,96.8451975464888,95.68471698342572,1.1604805630630597,85.8361204013378,8.54467920007135,11.910617728167061,83.53846153846153,82.07692307692308,1.4615384615384615,162.0
Charlotte 49ers,15,7-8,0.4666666666666667,94.00356337993964,93.0186588422826,0.9849045376570085,78.01449275362319,10.193873788232915,9.495949693030747,73.66666666666667,72.6,1.0666666666666667,163.0
Vermont Catamounts,15,8-7,0.5333333333333333,93.43769058259066,92.47342052852045,0.9642700540701981,79.42753623188405,7.438021162583107,7.779854097109414,74.26666666666667,73.6,0.6666666666666666,164.0
Western Kentucky Hilltoppers,14,8-6,0.5714285714285714,94.92259774917723,93.96629113971167,0.9563066094655243,82.31366459627328,9.008865587186689,7.4804515702559735,78.35714285714286,77.5,0.8571428571428571,165.0
Southern Miss Golden Eagles,16,9-7,0.5625,93.24555301866312,92.33778031467023,0.9077727039928938,80.03396739130434,7.906945818449747,8.0504733435619,74.5,74.1875,0.3125,166.0
Sam Houston Bearkats,13,6-7,0.46153846153846156,94.45333460119838,93.58085343298966,0.8724811682087636,85.1086956521739,6.499326556631556,10.395709328436023,80.3076923076923,79.92307692307692,0.38461538461538464,167.0
Georgia Southern Eagles,16,10-6,0.625,96.24546869026501,95.6156424208461,0.6298262694189205,84.70788043478261,8.936183571444715,8.35434156233285,81.75,81.1875,0.5625,168.0
Mercer Bears,14,7-7,0.5,95.23811712143912,94.63489875157678,0.6032183698623511,83.42391304347825,12.774057794489515,11.155566799663193,79.85714285714286,78.92857142857143,0.9285714285714286,169.0
Tarleton State Texans,13,7-6,0.5384615384615384,93.40565417185712,92.83366206745912,0.5719921043979989,83.10200668896321,10.626549144938807,12.102547295195517,77.46153846153847,77.46153846153847,0.0,170.0
Youngstown State Penguins,15,6-9,0.4,92.86643768010536,92.36319194952426,0.5032457305810832,80.268115942029,7.540071724361984,8.09570128194709,74.46666666666667,74.33333333333333,0.13333333333333333,171.0
Idaho State Bengals,14,6-8,0.42857142857142855,94.03723360165091,93.6611790967618,0.37605450488911074,81.14906832298136,9.439226686951022,9.00872322133982,76.42857142857143,76.21428571428571,0.21428571428571427,172.0
Lipscomb Bisons,15,8-7,0.5333333333333333,92.77311742796131,92.45651220166832,0.3166052262930047,84.03623188405797,12.207366078013905,13.06615396123629,77.73333333333333,78.0,-0.26666666666666666,173.0
Drexel Dragons,17,7-10,0.4117647058823529,92.39625027333136,92.08740985738761,0.308840415943758,73.13299232736574,11.08701111394893,11.272862931805179,67.17647058823529,67.82352941176471,-0.6470588235294118,174.0
UC Santa Barbara Gauchos,14,7-7,0.5,94.80305791961173,94.56202144546765,0.2410364741440826,81.26552795031056,10.022683598675064,7.3032745984755785,77.5,76.85714285714286,0.6428571428571429,175.0
North Texas Mean Green,14,8-6,0.5714285714285714,92.0845508816376,91.91544911836242,0.16910176327517742,71.31211180124224,9.516796240132194,9.516796240132194,65.85714285714286,65.35714285714286,0.5,176.0
Idaho Vandals,13,7-6,0.5384615384615384,92.70018314235716,92.61605617388217,0.0841269684750133,83.30267558528428,8.854553160113406,8.588945457443495,77.23076923076923,77.23076923076923,0.0,177.0
Fairfield Stags,16,9-7,0.5625,93.16132796694407,93.17200536638927,-0.010677399445206959,79.7350543478261,8.072587917626098,9.47968251906953,74.3125,74.5,-0.1875,178.0
Montana State Bobcats,14,6-8,0.42857142857142855,92.58454682912274,92.63767539309947,-0.053128563976736744,80.72981366459626,4.830389788756456,5.258345746911813,74.92857142857143,74.71428571428571,0.21428571428571427,179.0
Robert Morris Colonials,15,9-6,0.6,92.25151497538695,92.32626280239084,-0.07474782700391529,81.89130434782608,7.288719914340973,8.508309752092027,75.4,75.8,-0.4,180.0
Monmouth Hawks,16,7-9,0.4375,91.91223966532183,92.08776033467817,-0.17552066935633892,76.69836956521739,6.642998384701526,6.642998384701526,70.4375,70.6875,-0.25,181.0
UC Davis Aggies,14,7-7,0.5,93.24102725121699,93.61611560592588,-0.3750883547088963,83.77329192546584,9.404367286551022,8.941843884108096,78.0,78.71428571428571,-0.7142857142857143,182.0
Drake Bulldogs,15,6-9,0.4,92.80950184677422,93.22012778285543,-0.410625936081226,79.62318840579708,10.409024910039312,10.93325111124032,74.2,74.13333333333334,0.06666666666666667,183.0
SIU Edwardsville Cougars,14,7-7,0.5,91.76643054387853,92.23356945612147,-0.46713891224294557,74.7670807453416,7.136619034280514,7.136619034280516,68.42857142857143,69.14285714285714,-0.7142857142857143,184.0
Utah Utes,16,8-8,0.5,94.07005199989948,94.54105911121164,-0.4710071113121632,85.38043478260869,7.807280607848088,7.036876560417411,80.5625,80.6875,-0.125,185.0
Toledo Rockets,14,7-7,0.5,93.24244279415271,93.78930323759333,-0.5468604434406085,84.50310559006212,8.443957022181753,8.070159219449078,78.78571428571429,79.42857142857143,-0.6428571428571429,186.0
UNLV Rebels,14,6-8,0.42857142857142855,95.02592749737254,95.59312012167508,-0.5671926243025597,81.89440993788818,12.433301085655572,15.057431610193904,77.71428571428571,78.92857142857143,-1.2142857142857142,187.0
Fresno State Bulldogs,15,6-9,0.4,92.0699808784817,92.70038949188867,-0.6304086134069516,77.81159420289855,9.112596560436872,9.184404932962478,71.66666666666667,72.2,-0.5333333333333333,188.0
Missouri State Bears,13,7-6,0.5384615384615384,92.4746675706696,93.37148627548427,-0.8968187048146796,76.73076923076923,9.953275143535027,10.689711569866859,70.84615384615384,72.0,-1.1538461538461537,189.0
Florida International Panthers,13,6-7,0.46153846153846156,94.055498528638,94.953048479909,-0.8975499512710085,84.33946488294313,8.826032920631922,11.126101493249617,79.3076923076923,80.38461538461539,-1.0769230769230769,190.0
Iona Gaels,17,11-6,0.6470588235294118,93.01658588113571,93.93766248487738,-0.921076603741696,81.1317135549872,13.646385841997423,12.416361091910169,75.82352941176471,76.11764705882354,-0.29411764705882354,191.0
Pennsylvania Quakers,14,7-7,0.5,92.37572420415985,93.32268849425284,-0.9469642900929968,81.85559006211179,7.727899556999167,10.430512676488569,75.57142857142857,76.57142857142857,-1.0,192.0
Middle Tennessee Blue Raiders,13,7-6,0.5384615384615384,92.15925663930912,93.27664079658832,-1.1173841572792174,77.68394648829431,10.476582739106115,10.569973342421182,71.53846153846153,72.6923076923077,-1.1538461538461537,193.0
UMBC Retrievers,13,7-6,0.5384615384615384,91.54715329502889,92.91438516650958,-1.367231871480701,79.54013377926421,10.723348663994631,10.922755633715104,72.6923076923077,74.07692307692308,-1.3846153846153846,194.0
South Dakota State Jackrabbits,15,6-9,0.4,92.23907749923723,93.65721879705909,-1.4181412978218608,80.81159420289855,10.972164173388819,11.486247927571194,74.86666666666666,75.53333333333333,-0.6666666666666666,195.0
