Team,Games,Record,WinPct,RawOffEff,RawDefEff,RawNetEff,AvgTempo,OffEffStd,DefEffStd,AvgPointsFor,AvgPointsAgainst,AvgMargin,RawRank
Cal State Fullerton Titans,16,6-10,0.375,93.82063180100171,99.94325708788719,-6.122625286885486,86.97010869565217,12.259375414350455,11.036394210573242,81.8125,87.0,-5.1875,251.0
San Diego Toreros,17,6-11,0.35294117647058826,90.17815685653527,96.31857516960854,-6.140418313073281,80.9398976982097,9.094430014857107,9.656910054517423,72.94117647058823,78.23529411764706,-5.294117647058823,252.0
Stony Brook Seawolves,16,7-9,0.4375,88.90689307752092,95.09310692247908,-6.1862138449581545,74.2866847826087,9.946854507655063,9.946854507655065,66.3125,70.375,-4.0625,253.0
South Carolina Upstate Spartans,15,5-10,0.3333333333333333,89.02918411550537,95.44488995856871,-6.4157058430633125,79.04347826086956,7.0694654414871865,6.998290219570574,70.6,75.26666666666667,-4.666666666666667,254.0
Texas A&M-Corpus Christi Islanders,12,4-8,0.3333333333333333,88.72167988970443,95.27832011029558,-6.556640220591146,76.08695652173913,9.637196669295049,9.63719666929505,67.5,72.5,-5.0,255.0
Milwaukee Panthers,16,6-10,0.375,90.25708990369901,96.90957676296766,-6.652486859268655,82.38451086956522,9.147272124645815,10.53937893103776,74.4375,80.0,-5.5625,256.0
Portland Pilots,17,7-10,0.4117647058823529,90.24025227792954,96.94929020573059,-6.709037927801065,83.22250639386189,11.224160346823085,8.786137301823091,75.41176470588235,80.58823529411765,-5.176470588235294,257.0
Abilene Christian Wildcats,14,7-7,0.5,88.62495441927148,95.37504558072854,-6.750091161457057,77.87267080745342,10.225206755620182,10.225206755620174,68.85714285714286,74.42857142857143,-5.571428571428571,258.0
South Dakota Coyotes,15,6-9,0.4,91.83655304393828,98.74122473383949,-6.904671689901225,86.81884057971016,9.059473294657126,12.09493035113258,79.73333333333333,85.93333333333334,-6.2,259.0
Old Dominion Monarchs,17,4-13,0.23529411764705882,89.15537850433456,96.09952345644976,-6.944144952115213,81.25959079283888,8.362368804944229,8.916137761810212,72.23529411764706,78.41176470588235,-6.176470588235294,260.0
Cal Poly Mustangs,16,5-11,0.3125,92.40657099500149,99.45454011610963,-7.047969121108144,86.23641304347827,7.448262183319098,8.038967400838848,79.8125,85.9375,-6.125,261.0
Wagner Seahawks,12,3-9,0.25,90.83959324365776,97.90114749708299,-7.061554253425214,78.97644927536231,9.896440148937286,9.62159917682004,71.83333333333333,77.75,-5.916666666666667,262.0
Chattanooga Mocs,14,4-10,0.2857142857142857,88.67498755873815,96.13453625078567,-7.459548692047527,81.12577639751554,7.765880529971485,8.475281438877628,71.71428571428571,78.28571428571429,-6.571428571428571,263.0
Sacred Heart Pioneers,16,4-12,0.25,90.28234493976917,97.85654394911973,-7.57419900935056,80.55027173913044,12.738727389638052,11.988208704676948,72.875,79.0625,-6.1875,264.0
Alabama A&M Bulldogs,13,5-8,0.38461538461538464,88.63365796996654,96.42617108986254,-7.7925131198960145,75.44314381270902,14.17242844212491,14.395117589461746,66.38461538461539,73.38461538461539,-7.0,265.0
Campbell Fighting Camels,16,7-9,0.4375,89.66127797810083,97.74149979967697,-8.080221821576158,83.28804347826087,13.519547592124281,10.627307584345958,74.9375,81.375,-6.4375,266.0
SE Louisiana Lions,15,4-11,0.26666666666666666,87.78100306547451,96.21899693452549,-8.43799386905101,73.76811594202898,6.5252416036955925,6.525241603695597,64.66666666666667,71.06666666666666,-6.4,267.0
Detroit Mercy Titans,13,4-9,0.3076923076923077,88.7408652250531,97.22494674075885,-8.484081515705755,83.23578595317726,8.541480613313615,9.169867532073175,73.76923076923077,81.15384615384616,-7.384615384615385,268.0
Purdue Fort Wayne Mastodons,15,7-8,0.4666666666666667,88.78166812051418,97.35166521281916,-8.569997092304982,82.03623188405797,9.607339448372572,9.636052094518334,73.0,79.86666666666666,-6.866666666666666,269.0
Mercyhurst Lakers,15,5-10,0.3333333333333333,87.71081727173195,96.28918272826805,-8.578365456536092,72.46376811594202,11.733233025116922,11.733233025116922,64.06666666666666,69.26666666666667,-5.2,270.0
Bellarmine Knights,14,4-10,0.2857142857142857,89.68912566162312,98.35849338599594,-8.669367724372824,85.09316770186335,9.311526679237343,10.573644926549408,76.07142857142857,84.14285714285714,-8.071428571428571,271.0
Omaha Mavericks,15,4-11,0.26666666666666666,88.4999347800124,97.42599114591354,-8.926056365901138,82.5,6.926324479189392,6.8824541747899035,73.06666666666666,80.46666666666667,-7.4,272.0
Presbyterian Blue Hose,15,5-10,0.3333333333333333,87.58300096972313,96.59477680805466,-9.011775838331541,73.75362318840578,11.869514903018006,11.850683379944678,64.53333333333333,71.33333333333333,-6.8,273.0
Lehigh Mountain Hawks,15,4-11,0.26666666666666666,87.47646798887327,96.77538386297857,-9.298915874105308,78.06521739130433,7.8636369397128725,7.7991456466580935,68.46666666666667,75.4,-6.933333333333334,274.0
Cal State Bakersfield Roadrunners,16,6-10,0.375,88.4901353747483,97.92653129191837,-9.436395917170067,80.54347826086956,8.683142338774749,10.740964829759244,71.25,79.125,-7.875,275.0
Denver Pioneers,16,5-11,0.3125,90.10743536701817,99.64256463298183,-9.535129265963675,87.8125,8.520386444952589,9.505880947445188,79.1875,87.5625,-8.375,276.0
Eastern Kentucky Colonels,15,4-11,0.26666666666666666,88.57246274046278,98.12383355583351,-9.551370815370744,84.04347826086956,7.930425304329868,7.619062884416699,74.4,82.66666666666667,-8.266666666666667,277.0
Norfolk State Spartans,15,4-11,0.26666666666666666,86.96403018244423,97.03596981755581,-10.071939635111562,75.25362318840578,7.396198586434127,7.396198586434132,65.26666666666667,73.2,-7.933333333333334,278.0
San José State Spartans,15,4-11,0.26666666666666666,87.52118045165115,97.75289362242295,-10.231713170771787,79.59420289855073,9.56223106246463,9.394829065330724,69.8,77.8,-8.0,279.0
La Salle Explorers,16,4-12,0.25,86.8840608755413,97.11593912445872,-10.231878248917425,76.93614130434781,11.197808068357824,11.197808068357824,66.75,74.8125,-8.0625,280.0
New Orleans Privateers,16,5-11,0.3125,87.00025244461722,97.43030311093833,-10.430050666321105,84.13043478260869,10.886510450931171,10.87138067611362,73.3125,81.875,-8.5625,281.0
Rice Owls,14,5-9,0.35714285714285715,87.07818819340146,97.50911339390015,-10.430925200498711,79.75931677018635,10.64426038215409,10.49841473543666,69.35714285714286,77.92857142857143,-8.571428571428571,282.0
Long Beach State Beach,15,4-11,0.26666666666666666,87.02957343800406,97.47413026569966,-10.444556827695555,81.56521739130434,8.417741996750234,8.325463718472427,71.2,79.33333333333333,-8.133333333333333,283.0
Army Black Knights,15,5-10,0.3333333333333333,88.38389558953668,99.11240070675963,-10.728505117222936,83.03623188405797,10.130042392662236,10.284911673815653,73.53333333333333,82.4,-8.866666666666667,284.0
Mount St. Mary's Mountaineers,16,5-11,0.3125,87.58635641990908,98.37197691342426,-10.785620493515193,77.60869565217392,9.017173840950484,9.992468169425518,68.0,76.5625,-8.5625,285.0
Loyola Chicago Ramblers,17,5-12,0.29411764705882354,87.19925017012207,97.99029231353806,-10.791042143416004,78.2544757033248,7.751207834834226,7.254709934872551,68.29411764705883,76.76470588235294,-8.470588235294118,286.0
Loyola Maryland Greyhounds,15,3-12,0.2,87.31314525956377,98.10907696265845,-10.795931703094675,81.6231884057971,9.704122465343376,8.397814125059094,71.46666666666667,80.0,-8.533333333333333,287.0
Eastern Washington Eagles,15,2-13,0.13333333333333333,89.98237821767337,100.83243659714145,-10.850058379468074,83.58695652173911,9.041476858208435,10.578675311299445,75.33333333333333,84.6,-9.266666666666667,288.0
Manhattan Jaspers,16,6-10,0.375,89.425155634562,100.38039992099357,-10.955244286431565,81.84103260869564,10.051683178290448,12.526577134540071,73.4375,82.375,-8.9375,289.0
Tennessee Tech Golden Eagles,14,4-10,0.2857142857142857,88.2341174396369,99.32143811591865,-11.08732067628171,79.82142857142856,11.123596444993057,15.231927905625895,70.35714285714286,79.71428571428571,-9.357142857142858,290.0
North Alabama Lions,13,4-9,0.3076923076923077,86.72255171000253,97.85864487119406,-11.136093161191525,77.89297658862876,8.438612041253153,8.022665892562069,67.6923076923077,76.15384615384616,-8.461538461538462,291.0
UNC Greensboro Spartans,15,4-11,0.26666666666666666,89.22696767199301,100.40266195763664,-11.175694285643592,82.71739130434783,9.820889363647034,9.908416659723878,73.93333333333334,83.33333333333333,-9.4,292.0
Lafayette Leopards,16,3-13,0.1875,87.0955011291053,98.2794988708947,-11.18399774178939,79.8641304347826,9.975877839456384,10.478457403254339,69.1875,79.0,-9.8125,293.0
West Georgia Wolves,14,7-7,0.5,89.19550901798013,100.43941161694049,-11.243902598960371,81.59937888198758,13.358899253254927,10.956620052042913,73.42857142857143,81.78571428571429,-8.357142857142858,294.0
Houston Christian Huskies,14,3-11,0.21428571428571427,86.37384767924708,97.62615232075292,-11.252304641505868,78.29968944099379,7.614906814357718,7.614906814357719,67.64285714285714,76.42857142857143,-8.785714285714286,295.0
UMass Lowell River Hawks,15,5-10,0.3333333333333333,87.17163289830309,98.44318191651176,-11.271549018208683,81.89130434782608,11.761696744401997,13.134091963516463,71.2,80.93333333333334,-9.733333333333333,296.0
North Dakota Fighting Hawks,17,6-11,0.35294117647058826,87.55725270521665,99.03098258890101,-11.473729883684356,81.02301790281331,10.176616757851512,8.831671743052949,71.17647058823529,80.23529411764706,-9.058823529411764,297.0
Holy Cross Crusaders,15,5-10,0.3333333333333333,86.31856999174542,97.85920778603236,-11.540637794286942,75.81884057971014,10.611293183331155,10.607437410434766,65.33333333333333,74.33333333333333,-9.0,298.0
East Carolina Pirates,14,4-10,0.2857142857142857,86.57327000868011,98.64895221354212,-12.075682204861996,77.54658385093168,12.101240343516327,11.232010762798968,67.0,76.78571428571429,-9.785714285714286,299.0
Georgia State Panthers,16,4-12,0.25,85.86042750081043,98.13957249918957,-12.279144998379131,77.58152173913044,9.459396690152033,9.459396690152033,66.5625,76.1875,-9.625,300.0
Morehead State Eagles,14,5-9,0.35714285714285715,87.20921486115854,99.60030894836528,-12.391094087206735,79.25465838509318,8.302974158688032,12.749881896242083,69.21428571428571,79.14285714285714,-9.928571428571429,301.0
Northern Arizona Lumberjacks,14,3-11,0.21428571428571427,86.37143839835592,98.77141874450125,-12.39998034614533,77.93478260869566,9.590649635900487,8.277313450709176,67.57142857142857,76.85714285714286,-9.285714285714286,302.0
Little Rock Trojans,15,5-10,0.3333333333333333,85.81173833177142,98.36603944600635,-12.55430111423495,78.71739130434783,12.018918739859933,12.025090218568351,67.53333333333333,77.46666666666667,-9.933333333333334,303.0
Pepperdine Waves,17,3-14,0.17647058823529413,85.55300075959451,98.89144368484993,-13.338442925255404,76.95652173913044,9.966489807327672,9.59076781099244,66.05882352941177,75.94117647058823,-9.882352941176471,304.0
UTEP Miners,13,2-11,0.15384615384615385,85.3053545427512,98.6946454572488,-13.389290914497582,74.41471571906355,6.716040106585466,6.7160401065854645,63.69230769230769,73.23076923076923,-9.538461538461538,305.0
Prairie View A&M Panthers,12,3-9,0.25,89.14983747795678,102.57238474426545,-13.422547266308678,85.30797101449275,9.10416821019945,11.32331098885486,76.0,87.91666666666667,-11.916666666666666,306.0
Louisiana Ragin' Cajuns,18,4-14,0.2222222222222222,85.25949426091915,98.74050573908086,-13.481011478161712,71.16545893719807,9.485913301428019,9.485913301428015,60.611111111111114,70.33333333333333,-9.722222222222221,307.0
Central Michigan Chippewas,15,3-12,0.2,85.72105525534681,99.22709289280131,-13.506037637454506,80.91304347826086,10.62926219280653,11.037923332061151,69.33333333333333,80.4,-11.066666666666666,308.0
Canisius Golden Griffins,15,7-8,0.4666666666666667,85.2012239202365,98.82840570939314,-13.627181789156625,73.42753623188406,14.226912998033589,14.206736114727502,62.266666666666666,72.86666666666666,-10.6,309.0
Ball State Cardinals,14,2-12,0.14285714285714285,85.73283590548928,99.48938631673296,-13.756550411243667,74.51863354037268,9.395651350895188,7.354181285484388,64.42857142857143,73.78571428571429,-9.357142857142858,310.0
IU Indianapolis Jaguars,16,2-14,0.125,91.87235666565908,105.66931000100757,-13.796953335348487,86.9225543478261,8.98170916693916,11.273584512515257,80.1875,91.9375,-11.75,311.0
Northwestern State Demons,14,3-11,0.21428571428571427,85.2778437496055,99.1031086313469,-13.82526488174141,80.59782608695652,8.744830007487076,8.579694893349561,68.78571428571429,79.85714285714286,-11.071428571428571,312.0
Oral Roberts Golden Eagles,15,2-13,0.13333333333333333,86.32779277678974,100.19072574172878,-13.862932964939,80.79710144927536,8.365548165614664,5.996726202489727,69.93333333333334,81.0,-11.066666666666666,313.0
Stonehill Skyhawks,15,3-12,0.2,85.09638027534194,99.00732342836176,-13.910943153019787,75.2391304347826,8.498530731255801,8.385045847781234,64.06666666666666,74.46666666666667,-10.4,314.0
UAlbany Great Danes,14,2-12,0.14285714285714285,86.1014344250094,100.10491478133979,-14.003480356330401,79.74378881987579,10.841547985902762,11.81175676262381,68.21428571428571,80.5,-12.285714285714286,315.0
Jacksonville Dolphins,15,4-11,0.26666666666666666,85.80851180136682,99.88037708752208,-14.071865286155296,76.78260869565217,11.08334710889607,12.916287030070263,65.66666666666667,77.13333333333334,-11.466666666666667,316.0
Evansville Purple Aces,16,3-13,0.1875,84.9304231383865,99.06957686161351,-14.139153723227025,76.32472826086956,9.359244515178451,9.35924451517845,64.875,75.5625,-10.6875,317.0
Northern Illinois Huskies,13,3-10,0.23076923076923078,85.75843013928082,100.10481772396705,-14.34638758468619,80.40133779264214,12.024553125949724,9.301408631374368,69.07692307692308,80.53846153846153,-11.461538461538462,318.0
UC Riverside Highlanders,15,4-11,0.26666666666666666,85.22155450805643,99.57844549194357,-14.356890983887142,80.44202898550725,11.691099810729652,11.293826251604397,68.73333333333333,80.0,-11.266666666666667,319.0
Alabama State Hornets,15,3-12,0.2,85.87362979010105,100.5856294691582,-14.711999679057152,83.14492753623189,12.567647783394413,10.078661038918852,71.6,83.6,-12.0,320.0
Eastern Illinois Panthers,14,4-10,0.2857142857142857,84.82035925635671,99.60821217221472,-14.787852915858014,75.17857142857143,10.68701333295891,11.466893877470197,63.42857142857143,75.28571428571429,-11.857142857142858,321.0
Bucknell Bison,17,5-12,0.29411764705882354,84.91988683563551,99.759851726456,-14.839964890820484,75.54987212276215,13.192292896848835,14.233427008045945,63.94117647058823,75.82352941176471,-11.882352941176471,322.0
UL Monroe Warhawks,16,1-15,0.0625,87.28129710677428,102.1353695598924,-14.854072453118118,83.05027173913044,8.598757232566307,9.057649923761149,72.5,85.1875,-12.6875,323.0
Western Carolina Catamounts,13,3-10,0.23076923076923078,85.90194361676927,100.93566322083758,-15.033719604068342,84.10535117056855,9.21848943566213,11.713325479786604,72.23076923076923,85.07692307692308,-12.846153846153847,324.0
Maine Black Bears,17,2-15,0.11764705882352941,84.46275705100228,99.53724294899772,-15.074485897995453,69.91687979539641,7.540323575931714,7.540323575931719,59.05882352941177,69.58823529411765,-10.529411764705882,325.0
East Texas A&M Lions,15,5-10,0.3333333333333333,85.83456302307604,101.14321475470175,-15.3086517316257,78.47101449275361,9.521603372372919,13.228516360398945,67.4,79.66666666666667,-12.266666666666667,326.0
Cleveland State Vikings,14,2-12,0.14285714285714285,88.24039882727118,103.87071228383994,-15.630313456568754,86.32763975155278,11.096250982416885,8.49696232755673,76.35714285714286,89.78571428571429,-13.428571428571429,327.0
Binghamton Bearcats,15,1-14,0.06666666666666667,84.47995691178876,101.09041345858162,-16.61045654679286,77.81884057971016,8.478772746280644,7.9098782305627156,65.8,78.8,-13.0,328.0
Southern Jaguars,13,2-11,0.15384615384615385,87.39705119850343,104.07303427158203,-16.675983073078573,84.51505016722408,9.562687721939064,11.443691709936113,74.0,88.23076923076923,-14.23076923076923,329.0
Sacramento State Hornets,12,1-11,0.08333333333333333,87.75524799547588,105.04104830082042,-17.285800305344537,82.29166666666667,9.252030518861627,8.747362509055224,72.58333333333333,86.75,-14.166666666666666,330.0
Fairleigh Dickinson Knights,14,2-12,0.14285714285714285,84.0709354137782,101.53223918939639,-17.461303775618195,77.32142857142857,9.513627384193706,8.956019921763145,65.21428571428571,78.5,-13.285714285714286,331.0
Maryland Eastern Shore Hawks,17,4-13,0.23529411764705882,83.25508157267433,100.74491842732567,-17.489836854651358,72.50639386189258,14.839614962127913,14.839614962127914,60.294117647058826,73.11764705882354,-12.823529411764707,332.0
New Haven Chargers,14,4-10,0.2857142857142857,83.23904229748159,100.76095770251843,-17.52191540503684,69.13819875776396,13.587355811655659,13.587355811655662,57.42857142857143,69.78571428571429,-12.357142857142858,333.0
Bethune-Cookman Wildcats,14,4-10,0.2857142857142857,85.50405582512279,103.0991187780518,-17.59506295292905,82.6086956521739,13.754421900849728,13.920294464426648,70.35714285714286,85.78571428571429,-15.428571428571429,334.0
NJIT Highlanders,17,6-11,0.35294117647058826,83.31964218526564,101.22937742257751,-17.90973523731186,77.06521739130436,13.234067899571752,12.526588914688594,64.29411764705883,78.0,-13.705882352941176,335.0
VMI Keydets,14,3-11,0.21428571428571427,84.7516893460314,102.67688208254003,-17.925192736508645,79.53416149068322,11.013506840563064,11.127890843190785,67.85714285714286,81.57142857142857,-13.714285714285714,336.0
Niagara Purple Eagles,14,3-11,0.21428571428571427,82.82358743958746,101.17641256041257,-18.352825120825116,74.57298136645962,12.257176523613735,12.257176523613742,61.714285714285715,75.5,-13.785714285714286,337.0
New Hampshire Wildcats,14,2-12,0.14285714285714285,83.2418597019504,101.61528315519247,-18.373423453242044,76.63819875776396,11.020999629899176,10.512100122709189,64.14285714285714,77.64285714285714,-13.5,338.0
Western Illinois Leathernecks,14,1-13,0.07142857142857142,82.78253186163705,101.40794432883915,-18.625412467202107,76.03260869565216,7.517441453921245,7.505867853265713,62.714285714285715,77.35714285714286,-14.642857142857142,339.0
Kansas City Roos,15,1-14,0.06666666666666667,84.56605058398024,103.33024571231604,-18.76419512833579,80.70289855072464,8.42190119525547,8.442310102588634,68.46666666666667,83.53333333333333,-15.066666666666666,340.0
Stetson Hatters,15,4-11,0.26666666666666666,83.41585985421706,102.22858459022738,-18.81272473601035,79.4855072463768,13.031100306382806,10.439894071602076,66.4,81.33333333333333,-14.933333333333334,341.0
Bryant Bulldogs,15,3-12,0.2,82.47827536147558,101.52172463852443,-19.04344927704885,71.59420289855072,10.609346367995444,10.60934636799545,59.2,72.53333333333333,-13.333333333333334,342.0
Arkansas-Pine Bluff Golden Lions,14,4-10,0.2857142857142857,86.2525924325406,105.46169328174514,-19.20910084920454,85.51242236024844,12.143863968447697,14.226772434362182,73.71428571428571,90.57142857142857,-16.857142857142858,343.0
Air Force Falcons,16,3-13,0.1875,82.95573992823677,102.25259340509656,-19.29685347685978,74.375,11.54476112697307,9.475902357633794,62.0,75.9375,-13.9375,344.0
Southern Utah Thunderbirds,14,1-13,0.07142857142857142,83.07448612040139,103.46519641928116,-20.390710298879736,80.82298136645963,9.316387891474797,11.207698865779758,66.78571428571429,84.21428571428571,-17.428571428571427,345.0
Florida A&M Rattlers,11,2-9,0.18181818181818182,82.26834916720581,102.66094376208713,-20.392594594881327,81.36363636363636,10.17733395556719,10.005752301994447,66.81818181818181,83.72727272727273,-16.90909090909091,346.0
Delaware State Hornets,13,2-11,0.15384615384615385,81.6835924399419,102.31640756005808,-20.632815120116177,70.15050167224081,11.558234598598384,11.558234598598379,57.38461538461539,71.6923076923077,-14.307692307692308,347.0
Morgan State Bears,14,2-12,0.14285714285714285,81.4811956754697,102.5188043245303,-21.03760864906061,80.16304347826086,10.958397414899688,10.95839741489969,65.5,82.0,-16.5,348.0
The Citadel Bulldogs,14,1-13,0.07142857142857142,83.3912543365125,105.2277932825351,-21.836538946022575,77.70962732919256,10.834114116282201,7.586116749483506,65.57142857142857,81.57142857142857,-16.0,349.0
North Florida Ospreys,15,0-15,0.0,84.29721637520127,106.33982066183576,-22.042604286634475,87.44202898550725,9.858595516809038,10.034510993754616,73.73333333333333,93.13333333333334,-19.4,350.0
Chicago State Cougars,16,1-15,0.0625,81.87883058939977,104.28783607726689,-22.409005487867123,79.81657608695653,9.233038983858354,9.312722320429335,65.5,83.3125,-17.8125,351.0
UTSA Roadrunners,14,2-12,0.14285714285714285,81.3839588849585,103.87000936900976,-22.48605048405126,78.30745341614907,9.048320124106759,10.478402444178244,63.714285714285715,81.5,-17.785714285714285,352.0
North Carolina Central Eagles,13,2-11,0.15384615384615385,81.54991241673875,104.05692519009888,-22.50701277336014,78.938127090301,9.072663025594414,11.425486759715533,64.3076923076923,82.38461538461539,-18.076923076923077,353.0
Rider Broncs,13,0-13,0.0,80.96346031552027,103.72030036824042,-22.75684005272013,73.77090301003344,9.526715538795216,9.47902989147637,59.76923076923077,76.76923076923077,-17.0,354.0
Saint Francis Red Flash,15,2-13,0.13333333333333333,80.1694716480845,104.54163946302664,-24.372167814942138,82.00724637681157,8.819807957920906,8.947977567306442,65.53333333333333,86.0,-20.466666666666665,355.0
Texas Southern Tigers,12,0-12,0.0,81.3811141337014,107.95221919963194,-26.571105065930528,82.98913043478261,10.76575556876598,11.213849340314162,67.75,89.75,-22.0,356.0
South Carolina State Bulldogs,16,1-15,0.0625,79.4065890721494,106.5934109278506,-27.18682185570119,81.39266304347825,11.099670426444698,10.941784534619895,64.625,86.9375,-22.3125,357.0
Alcorn State Braves,14,2-12,0.14285714285714285,80.98375664518025,110.00037033894678,-29.016613693766494,80.43478260869566,11.646146056796555,16.086473102570448,65.28571428571429,89.0,-23.714285714285715,358.0
Jackson State Tigers,15,3-12,0.2,79.31526999042346,109.0106559355025,-29.695385945079057,80.78260869565217,13.064093371277295,15.359921704241264,63.8,88.73333333333333,-24.933333333333334,359.0
Coppin State Eagles,18,2-16,0.1111111111111111,78.01949839645535,107.94346456650763,-29.923966170052267,80.13888888888889,10.340718282036402,9.773797644678597,62.388888888888886,86.83333333333333,-24.444444444444443,360.0
Gardner-Webb Runnin' Bulldogs,15,0-15,0.0,77.80663549213152,109.23040154490555,-31.423766052774006,84.02173913043478,10.140538873801242,8.559168622555099,65.66666666666667,91.66666666666667,-26.0,361.0
Mississippi Valley State Delta Devils,16,0-16,0.0,76.67943715127083,110.15389618206251,-33.474459030791664,81.22282608695653,10.927175845526085,11.89517453670109,62.25,89.75,-27.5,362.0
