play_team,rim_rate,games,opp_rim_rate,avg_dist_allowed
Northern Arizona Lumberjacks,19.565217391304348,5,28.612303290414882,10.277836584891519
Northern Colorado Bears,21.21212121212121,4,20.695970695970693,11.597129072717863
Northern Illinois Huskies,19.52861952861953,3,32.773109243697476,10.659980500467425
Northern Iowa Panthers,15.39961013645224,7,32.151029748283754,10.880933280781948
Northern Kentucky Norse,20.579268292682926,7,23.413111342351716,11.082252949308229
Northwestern State Demons,16.079812206572768,2,30.0,10.620560729467012
Northwestern Wildcats,17.037037037037038,7,18.057022175290392,10.936603781381523
Notre Dame Fighting Irish,17.1875,7,21.787709497206702,11.703436351302061
Oakland Golden Grizzlies,25.132275132275133,3,29.424778761061948,10.41020452083663
Ohio Bobcats,21.875,8,22.58064516129032,10.297089788391622
Ohio State Buckeyes,17.669172932330827,7,20.64516129032258,11.653859977955614
Oklahoma Sooners,16.883116883116884,4,12.95971978984238,11.713240040559727
Oklahoma State Cowboys,21.189591078066915,8,20.965058236272878,11.632218031076183
Old Dominion Monarchs,22.895277207392198,4,13.22463768115942,11.268949053200318
Ole Miss Rebels,15.10204081632653,8,13.54656632173095,11.401564711551297
Omaha Mavericks,17.509727626459142,6,19.781553398058254,12.238220340831905
Oral Roberts Golden Eagles,16.985645933014354,7,25.785482123510295,11.50143330748563
Oregon Ducks,18.045112781954884,9,21.563786008230455,11.599547360701855
Oregon State Beavers,27.559055118110237,10,14.274691358024691,12.050054378729072
Pacific Tigers,19.36542669584245,5,20.66772655007949,11.419690326527695
Penn State Nittany Lions,23.783783783783786,7,19.825708061002178,10.897789780621995
Pennsylvania Quakers,18.884892086330936,6,22.50879249706917,10.404834031201343
Pepperdine Waves,19.00826446280992,6,27.770859277708592,11.115315352504634
Pittsburgh Panthers,21.024258760107816,8,17.304015296367112,11.180482832357916
Portland Pilots,24.337349397590362,8,15.689810640216411,11.462946195573695
Portland State Vikings,28.115942028985508,5,26.96793002915452,11.043037959156598
Prairie View A&M Panthers,25.96944770857814,3,19.617224880382775,10.993814191619704
Presbyterian Blue Hose,25.71138211382114,4,26.5625,10.432143901663542
Princeton Tigers,18.318695106649937,7,20.253164556962027,11.86595880182062
Providence Friars,18.058455114822547,5,19.37321937321937,11.88724795825752
Purdue Boilermakers,18.63799283154122,9,23.57259380097879,11.686678252443178
Purdue Fort Wayne Mastodons,19.5906432748538,7,23.10030395136778,11.225986442575426
Queens University Royals,17.523364485981308,5,18.948824343015215,11.858914258165054
Quinnipiac Bobcats,21.207865168539325,6,18.39348079161816,10.870356385913992
Radford Highlanders,20.82616179001721,7,20.59426229508197,11.965748834938427
Rhode Island Rams,17.49598715890851,6,23.544973544973544,11.03916378380004
Rice Owls,18.117229129662523,8,17.685185185185183,11.235334144500492
Richmond Spiders,16.377649325626205,7,15.307150050352467,11.412865652541413
Rider Broncs,18.671679197994987,3,27.363184079601986,10.042049156400413
Robert Morris Colonials,26.065162907268167,7,26.01279317697228,10.611035774263895
Rutgers Scarlet Knights,26.93032015065913,7,15.761448349307775,11.102065202834803
SE Louisiana Lions,16.35294117647059,3,17.2972972972973,11.135432068719126
SIU Edwardsville Cougars,17.71771771771772,6,18.973747016706444,10.835860171991845
SMU Mustangs,18.457943925233643,7,23.71234207968902,11.05498558032898
Sacramento State Hornets,15.494978479196556,5,29.080932784636488,11.038685156851562
Sacred Heart Pioneers,23.609845031905195,3,14.910025706940875,13.45015532040701
Saint Francis Red Flash,22.018348623853214,3,19.290465631929045,11.649006727644249
Saint Joseph's Hawks,17.632850241545896,3,29.009433962264154,10.700547732266845
Saint Louis Billikens,28.965517241379313,9,13.395638629283487,11.301538936306011
Saint Mary's Gaels,22.913256955810148,5,16.91616766467066,10.99734239415659
Saint Peter's Peacocks,22.422680412371136,5,23.20872274143302,11.155751201805831
Sam Houston Bearkats,21.39253279515641,2,21.45214521452145,11.519308259273188
Samford Bulldogs,23.434343434343436,4,5.2356020942408374,12.222832069387955
San Diego State Aztecs,11.387900355871885,7,12.195121951219512,11.54912907260845
San Diego Toreros,22.36180904522613,7,16.964285714285715,11.359797281379219
San Francisco Dons,14.917825537294563,5,16.717791411042946,11.47883820943528
San José State Spartans,15.18624641833811,7,26.6384778012685,10.195985608312638
Santa Clara Broncos,16.666666666666664,9,32.62119967132293,10.669132571452602
Seattle U Redhawks,28.116710875331563,7,21.69197396963124,10.823652777388693
Seton Hall Pirates,22.641509433962266,5,27.086614173228345,10.301449634564005
Siena Saints,22.593582887700535,5,19.36026936026936,10.743517010384707
South Alabama Jaguars,15.601965601965603,4,21.705426356589147,12.14951600222138
South Carolina Gamecocks,22.519083969465647,9,17.41253051261188,11.523054178028014
South Carolina State Bulldogs,18.074191002367797,2,17.037037037037038,11.464699691692877
South Carolina Upstate Spartans,24.438902743142144,7,14.565004887585534,10.749860821804356
South Dakota Coyotes,29.5169946332737,8,29.321266968325794,9.170067129980916
South Dakota State Jackrabbits,26.291079812206576,7,20.588235294117645,11.679674526955575
South Florida Bulls,28.807947019867548,4,22.975517890772128,11.471174682646534
Southeast Missouri State Redhawks,24.81089258698941,5,22.335766423357665,10.217723392177755
Southern Illinois Salukis,18.17142857142857,4,20.670391061452513,10.466656791075948
Southern Indiana Screaming Eagles,21.181262729124235,2,28.930817610062892,12.141661521452015
Southern Jaguars,21.50101419878296,3,19.15367483296214,11.588008797555585
Southern Miss Golden Eagles,24.193548387096776,4,26.29558541266795,10.254174397174637
Southern Utah Thunderbirds,26.476014760147603,4,29.093799682034977,10.615073662867758
St. Bonaventure Bonnies,24.031007751937985,6,24.93734335839599,10.042766859531062
St. John's Red Storm,26.31578947368421,7,26.021934197407777,10.705341686295041
St. Thomas-Minnesota Tommies,19.261213720316622,6,24.171779141104295,11.092940332631603
Stanford Cardinal,26.410256410256412,8,27.586206896551722,10.223505163771884
Stephen F. Austin Lumberjacks,22.89628180039139,5,27.729885057471265,10.309151827327064
Stetson Hatters,17.12962962962963,6,22.536945812807883,12.00649448220601
Stonehill Skyhawks,21.679064824654624,3,26.161369193154034,11.356435134190072
Stony Brook Seawolves,16.139240506329113,6,11.425061425061426,11.590267557254908
Syracuse Orange,26.201923076923077,7,23.77777777777778,10.485081216156058
TCU Horned Frogs,25.396825396825395,7,21.953896816684964,11.585121605262273
Tarleton State Texans,22.291021671826623,6,17.338217338217337,10.368082211522704
Temple Owls,15.549597855227882,8,21.19514472455649,11.145328903835129
Tennessee State Tigers,28.753993610223645,2,24.761904761904763,10.36876902390566
Tennessee Tech Golden Eagles,19.9288256227758,4,19.72318339100346,11.610537704693494
Tennessee Volunteers,23.293172690763054,8,19.98199819981998,11.439573045011054
Texas A&M Aggies,18.835616438356166,6,15.840386940749699,12.092020544156824
Texas A&M-Corpus Christi Islanders,19.72573839662447,2,25.16778523489933,10.67903996494655
Texas Longhorns,27.710843373493976,9,22.248995983935743,10.878815839121035
Texas Southern Tigers,21.480406386066765,3,30.373831775700932,10.569070840121189
Texas State Bobcats,23.200000000000003,9,23.57930449533503,9.977439809834223
Texas Tech Red Raiders,23.573200992555833,8,14.791851195748452,11.482090074601794
The Citadel Bulldogs,23.16546762589928,6,23.92156862745098,11.989920389540314
Toledo Rockets,28.28854314002829,5,20.114942528735632,11.267309754575386
Towson Tigers,21.161290322580644,4,19.074074074074073,11.995941036512832
Troy Trojans,20.319634703196346,5,26.58730158730159,10.823183843523795
Tulane Green Wave,17.899761336515514,8,16.25,11.478460253105242
Tulsa Golden Hurricane,27.74566473988439,5,19.5906432748538,11.973105511018817
UAB Blazers,16.2621359223301,7,7.809330628803246,11.481689520762366
UAlbany Great Danes,24.72222222222222,4,24.695652173913043,10.451339317089404
UC Davis Aggies,19.0625,4,22.77777777777778,10.776259220427661
UC Irvine Anteaters,39.10034602076124,8,18.568840579710145,10.141592246793428
UC Riverside Highlanders,21.455576559546312,3,18.087855297157624,10.798616268881478
UC San Diego Tritons,25.48148148148148,5,17.180616740088105,11.407224503839464
UC Santa Barbara Gauchos,23.817292006525285,7,25.277161862527713,10.76016355335206
UCF Knights,11.538461538461538,8,29.3909973521624,10.579904153228625
UCLA Bruins,13.959390862944163,7,10.256410256410255,11.709984832972646
UConn Huskies,14.754098360655737,10,23.6903831118061,10.536976374235431
UIC Flames,20.184899845916796,5,19.6048632218845,10.683928797063283
UL Monroe Warhawks,15.804597701149426,6,8.432304038004752,11.749577457993315
UMBC Retrievers,26.94063926940639,6,22.45398773006135,10.780484418468898
UMass Lowell River Hawks,26.98993595608417,4,24.273504273504273,11.057931732259746
UNC Asheville Bulldogs,23.484848484848484,8,31.630648330058943,10.353476207558623
UNC Greensboro Spartans,23.173803526448363,6,16.171224732461358,12.407045155230337
UNC Wilmington Seahawks,17.190388170055453,6,14.34108527131783,11.944526442119042
UNLV Rebels,21.468926553672315,5,22.301136363636363,10.164446797302041
USC Trojans,21.021611001964637,7,16.81159420289855,10.692185540398624
UT Arlington Mavericks,26.715686274509803,4,24.538745387453876,9.332184471463904
UT Martin Skyhawks,21.121251629726206,5,26.420454545454547,11.51657845110502
UT Rio Grande Valley Vaqueros,18.509615384615387,3,20.956719817767656,11.825344310459212
UTEP Miners,21.12676056338028,4,27.504553734061933,10.403108484802212
UTSA Roadrunners,16.427104722792606,4,18.048780487804876,11.565187157351575
Utah State Aggies,19.047619047619047,5,27.371695178849144,10.624559290682125
Utah Tech Trailblazers,26.53958944281525,6,19.18819188191882,11.083645333851447
Utah Utes,12.9973474801061,6,19.509345794392523,11.075464920262315
Utah Valley Wolverines,20.91917591125198,6,26.937269372693727,9.599405353699442
VCU Rams,27.37430167597765,7,25.559105431309902,10.469995742696838
VMI Keydets,23.494687131050767,5,12.76595744680851,12.706433574522004
Valparaiso Beacons,17.543859649122805,7,9.957627118644067,11.840279943685795
Vanderbilt Commodores,23.91304347826087,7,22.11740041928721,13.015471705633328
Vermont Catamounts,23.106546854942234,6,13.953488372093023,12.007817181776785
Villanova Wildcats,22.55639097744361,7,18.784530386740332,11.887571926281472
Virginia Cavaliers,18.461538461538463,8,18.08219178082192,11.086841165207147
Virginia Tech Hokies,19.950124688279303,8,15.46112115732369,11.669095200174514
Wagner Seahawks,21.75792507204611,3,20.044543429844097,11.475326406243429
Wake Forest Demon Deacons,23.13546423135464,7,15.946502057613168,11.929231778092806
Washington Huskies,16.455696202531644,5,20.431654676258994,10.195012441014002
Washington State Cougars,21.502590673575128,5,23.364485981308412,11.397468308395066
Weber State Wildcats,25.874125874125873,4,29.198473282442748,9.956527606154035
West Georgia Wolves,22.20216606498195,6,30.88235294117647,9.678326415299455
West Virginia Mountaineers,20.595533498759306,9,28.20299500831947,10.98739378200968
Western Carolina Catamounts,18.0,4,27.140255009107467,11.00710986946714
Western Illinois Leathernecks,20.189274447949526,5,25.903614457831324,11.37376554011182
Western Kentucky Hilltoppers,21.0,7,23.53545734840699,11.488688852523737
Western Michigan Broncos,22.084367245657567,4,25.668449197860966,11.359645777230915
Wichita State Shockers,24.813432835820894,8,19.150943396226417,10.678088021668955
William & Mary Tribe,22.131147540983605,2,23.591549295774648,11.665796291587336
Winthrop Eagles,18.562874251497004,5,16.55359565807327,12.376158542079349
Wisconsin Badgers,22.137404580152673,6,16.047904191616766,12.029084315222832
Wofford Terriers,28.263473053892213,5,29.923664122137406,10.963123203223006
Wright State Raiders,22.823779193205944,4,27.51937984496124,9.644071560312396
Wyoming Cowboys,20.408163265306122,7,23.037190082644628,10.595127194322288
Xavier Musketeers,23.62204724409449,10,16.913319238900634,11.377840101555845
Yale Bulldogs,19.724770642201836,7,18.878101402373247,11.548053090836804
Youngstown State Penguins,17.24565756823821,5,19.20731707317073,11.746122520717043
