Date,Visitor,Home,V_Score,H_Score,Predicted_Spread,Market_Spread,Spread_Edge,Predicted_Total,Market_Total,Total_Edge,Bet_Signals
2025-12-31,St. Bonaventure,VCU,61.4,77.7,16.3,-10.5,5.8,139.4,156.5,17.1,TOTAL UNDER 156.5 (5.0%); SPREAD VCU -10.5 (5.0%)
2025-12-31,Stony Brook,William & Mary,68.3,79.2,10.9,-10.5,0.4,145.5,157.5,12.0,TOTAL UNDER 157.5 (5.0%)
2025-12-31,Texas St.,Troy,65.0,82.0,17.0,8.5,25.5,143.5,144.5,1.0,SPREAD Troy +8.5 (5.0%)
2025-12-31,Towson,Hampton,69.2,70.9,1.7,5.5,7.2,136.8,136.5,0.3,SPREAD Hampton +5.5 (5.0%)
2025-12-31,Colgate,Lafayette,69.8,70.9,1.0,6.5,7.5,140.5,147.5,7.0,TOTAL UNDER 147.5 (5.0%); SPREAD Lafayette +6.5 (5.0%)
2025-12-31,Northeastern,North Carolina A&T,78.5,66.6,-11.9,-3.5,15.4,145.6,155.5,9.9,TOTAL UNDER 155.5 (5.0%); SPREAD Northeastern +3.5 (5.0%)
2025-12-31,Winthrop,Longwood,84.7,85.9,1.1,-8.5,7.4,164.6,161.5,3.1,TOTAL OVER 161.5 (5.0%); SPREAD Winthrop +8.5 (5.0%)
2025-12-31,George Washington,Richmond,73.8,62.0,-11.9,3.5,8.4,135.7,161.5,25.8,TOTAL UNDER 161.5 (5.0%); SPREAD George Washington -3.5 (5.0%)
2025-12-31,Georgia St.,Marshall,72.9,83.6,10.7,-13.5,2.8,155.4,153.5,1.9,SPREAD Georgia St. +13.5 (5.0%)
2025-12-31,Georgia Tech,Duke,63.1,100.6,37.4,-26.5,10.9,148.3,153.5,5.2,SPREAD Duke -26.5 (5.0%)
2025-12-31,Kansas City,Denver,69.6,64.1,-5.6,10.5,4.9,133.5,157.5,24.0,TOTAL UNDER 157.5 (5.0%); SPREAD Denver +10.5 (5.0%)
2025-12-31,North Texas,Memphis,63.1,70.3,7.2,-10.5,3.3,133.5,135.5,2.0,SPREAD North Texas +10.5 (5.0%)
2025-12-31,Wichita St.,UAB,80.0,84.5,4.5,-3.5,1.0,156.2,149.5,6.7,TOTAL OVER 149.5 (5.0%)
2025-12-31,New Orleans,Texas A&M Corpus Chris,67.6,82.9,15.3,-4.5,10.8,149.9,144.5,5.4,TOTAL OVER 144.5 (5.0%); SPREAD Texas A&M Corpus Chris -4.5 (5.0%)
2025-12-31,Stephen F. Austin,Northwestern St.,62.0,63.3,1.3,8.5,9.8,125.3,140.5,15.2,TOTAL UNDER 140.5 (5.0%); SPREAD Northwestern St. +8.5 (5.0%)
2025-12-31,UConn,Xavier,74.3,74.0,-0.3,12.5,12.2,142.2,145.5,3.3,SPREAD Xavier +12.5 (5.0%)
2025-12-31,South Dakota,North Dakota St.,79.8,84.5,4.7,-11.5,6.8,149.5,163.5,14.0,SPREAD South Dakota +11.5 (5.0%)
2025-12-31,DePaul,Villanova,67.1,76.0,9.0,-13.5,4.5,139.3,135.5,3.8,TOTAL OVER 135.5 (5.0%); SPREAD DePaul +13.5 (5.0%)
2025-12-31,Drexel,UNC Wilmington,60.7,71.4,10.7,-11.5,0.8,131.8,139.5,7.7,TOTAL UNDER 139.5 (5.0%)
2025-12-31,St. John's,Georgetown,81.6,69.8,-11.8,8.5,3.3,151.4,154.5,3.1,TOTAL UNDER 154.5 (5.0%); SPREAD St. John's -8.5 (5.0%)
2025-12-31,Army,Lehigh,70.5,75.6,5.1,-3.5,1.6,146.2,142.5,3.7,TOTAL OVER 142.5 (5.0%)
2025-12-31,Lamar,East Texas A&M,66.2,63.2,-2.9,5.5,2.6,129.3,142.5,13.2,TOTAL UNDER 142.5 (5.0%); SPREAD East Texas A&M +5.5 (5.0%)
2025-12-31,Loyola Chicago,Rhode Island,75.9,74.5,-1.4,9.5,8.1,150.7,146.5,4.2,TOTAL OVER 146.5 (5.0%); SPREAD Rhode Island +9.5 (5.0%)
2025-12-31,Mercer,Furman,67.7,77.3,9.6,1.5,11.1,144.6,155.5,10.9,TOTAL UNDER 155.5 (5.0%); SPREAD Furman +1.5 (5.0%)
2025-12-31,Tulane,East Carolina,73.7,75.0,1.3,-1.5,0.2,146.1,144.5,1.6,
2025-12-31,Wake Forest,NC State,71.9,67.3,-4.7,9.5,4.8,139.2,158.5,19.3,TOTAL UNDER 158.5 (5.0%); SPREAD NC State +9.5 (5.0%)
2025-12-31,Boston University,Navy,66.5,69.1,2.6,-5.5,2.9,135.4,137.5,2.1,SPREAD Boston University +5.5 (5.0%)
2025-12-31,Buffalo,Northern Illinois,72.6,73.4,0.8,-6.5,5.7,146.4,152.5,6.1,TOTAL UNDER 152.5 (5.0%); SPREAD Buffalo +6.5 (5.0%)
2025-12-31,Loyola MD,American,65.5,70.4,4.8,10.5,15.3,135.4,153.5,18.1,TOTAL UNDER 153.5 (5.0%); SPREAD American +10.5 (5.0%)
2025-12-31,South Alabama,Louisiana,75.1,64.0,-11.1,-2.5,13.6,137.0,124.5,12.5,TOTAL OVER 124.5 (5.0%); SPREAD South Alabama +2.5 (5.0%)
2025-12-31,UTSA,Florida Atlantic,80.7,85.1,4.4,-16.5,12.1,157.7,155.5,2.2,SPREAD UTSA +16.5 (5.0%)
2025-12-31,Wofford,Western Carolina,76.1,64.0,-12.2,-1.5,13.7,139.9,153.5,13.6,TOTAL UNDER 153.5 (5.0%); SPREAD Wofford +1.5 (5.0%)
2025-12-31,Virginia,Virginia Tech,61.2,65.2,3.9,-5.5,1.6,126.5,153.5,27.0,TOTAL UNDER 153.5 (5.0%)
2025-12-31,Appalachian St.,Old Dominion,62.5,62.4,-0.1,2.5,2.4,125.2,137.5,12.3,TOTAL UNDER 137.5 (5.0%); SPREAD Old Dominion +2.5 (5.0%)
2025-12-31,Bucknell,Holy Cross,72.6,66.1,-6.5,2.5,4.0,138.5,136.5,2.0,SPREAD Bucknell -2.5 (5.0%)
2025-12-31,Campbell,Monmouth,71.0,74.6,3.6,-1.5,2.1,144.9,152.5,7.6,TOTAL UNDER 152.5 (5.0%); SPREAD Monmouth -1.5 (5.0%)
2025-12-31,Charleston,Elon,71.7,74.1,2.4,3.5,5.9,146.3,156.5,10.2,TOTAL UNDER 156.5 (5.0%); SPREAD Elon +3.5 (5.0%)
2025-12-31,Charleston Southern,Gardner-Webb,66.3,74.0,7.7,-12.5,4.8,140.0,162.5,22.5,TOTAL UNDER 162.5 (5.0%); SPREAD Charleston Southern +12.5 (5.0%)
2025-12-31,Clemson,Syracuse,79.6,66.4,-13.3,-1.5,14.8,144.0,141.5,2.5,SPREAD Clemson +1.5 (5.0%)
2025-12-31,Fordham,Dayton,73.2,81.6,8.4,-16.5,8.1,150.3,138.5,11.8,TOTAL OVER 138.5 (5.0%); SPREAD Fordham +16.5 (5.0%)
2025-12-31,George Mason,La Salle,75.0,62.3,-12.7,9.5,3.2,137.3,136.5,0.8,SPREAD George Mason -9.5 (5.0%)
2025-12-31,High Point,UNC Asheville,87.7,79.8,-8.0,12.5,4.5,148.2,155.5,7.3,SPREAD UNC Asheville +12.5 (5.0%)
2025-12-31,NJIT,Penn,64.5,71.6,7.1,-14.5,7.4,135.4,150.5,15.1,TOTAL UNDER 150.5 (5.0%); SPREAD NJIT +14.5 (5.0%)
2025-12-31,Radford,USC Upstate,76.3,66.5,-9.9,-1.5,11.4,143.1,158.5,15.4,TOTAL UNDER 158.5 (5.0%); SPREAD Radford +1.5 (5.0%)
2025-12-31,Rice,Tulsa,69.0,66.1,-3.0,-13.5,16.5,135.0,153.5,18.5,TOTAL UNDER 153.5 (5.0%); SPREAD Rice +13.5 (5.0%)
2025-12-31,St. Bonaventure,VCU,61.7,77.8,16.1,-10.5,5.6,139.3,156.5,17.2,TOTAL UNDER 156.5 (5.0%); SPREAD VCU -10.5 (5.0%)
2025-12-31,Stony Brook,William & Mary,68.6,79.8,11.1,-10.5,0.6,145.5,157.5,12.0,TOTAL UNDER 157.5 (5.0%)
2025-12-31,Texas St.,Troy,64.8,81.6,16.8,8.5,25.3,143.5,144.5,1.0,SPREAD Troy +8.5 (5.0%)
2025-12-31,Towson,Hampton,69.2,70.7,1.5,5.5,7.0,136.8,136.5,0.3,SPREAD Hampton +5.5 (5.0%)
2025-12-31,Colgate,Lafayette,69.5,70.8,1.3,6.5,7.8,140.3,147.5,7.2,TOTAL UNDER 147.5 (5.0%); SPREAD Lafayette +6.5 (5.0%)
2025-12-31,Northeastern,North Carolina A&T,78.6,65.9,-12.7,-3.5,16.2,145.4,155.5,10.1,TOTAL UNDER 155.5 (5.0%); SPREAD Northeastern +3.5 (5.0%)
2025-12-31,Winthrop,Longwood,84.3,86.3,2.0,-8.5,6.5,164.6,161.5,3.1,TOTAL OVER 161.5 (5.0%); SPREAD Winthrop +8.5 (5.0%)
2025-12-31,George Washington,Richmond,73.7,61.7,-12.0,3.5,8.5,135.5,161.5,26.0,TOTAL UNDER 161.5 (5.0%); SPREAD George Washington -3.5 (5.0%)
2025-12-31,Georgia St.,Marshall,73.1,83.7,10.7,-13.5,2.8,155.4,153.5,1.9,SPREAD Georgia St. +13.5 (5.0%)
2025-12-31,Georgia Tech,Duke,63.3,100.5,37.2,-26.5,10.7,148.3,153.5,5.2,SPREAD Duke -26.5 (5.0%)
2025-12-31,Kansas City,Denver,69.8,63.5,-6.3,10.5,4.2,133.0,157.5,24.5,TOTAL UNDER 157.5 (5.0%); SPREAD Denver +10.5 (5.0%)
2025-12-31,North Texas,Memphis,63.4,70.7,7.3,-10.5,3.2,133.6,135.5,1.9,SPREAD North Texas +10.5 (5.0%)
2025-12-31,Saint Joseph's,Saint Louis,72.4,70.5,-1.9,-20.5,22.4,142.8,159.5,16.7,TOTAL UNDER 159.5 (5.0%); SPREAD Saint Joseph's +20.5 (5.0%)
2025-12-31,Wichita St.,UAB,80.0,84.0,4.1,-3.5,0.6,156.2,149.5,6.7,TOTAL OVER 149.5 (5.0%)
2025-12-31,New Orleans,Texas A&M Corpus Chris,67.2,83.0,15.9,-4.5,11.4,149.9,144.5,5.4,TOTAL OVER 144.5 (5.0%); SPREAD Texas A&M Corpus Chris -4.5 (5.0%)
2025-12-31,Stephen F. Austin,Northwestern St.,62.2,63.7,1.5,8.5,10.0,125.7,140.5,14.8,TOTAL UNDER 140.5 (5.0%); SPREAD Northwestern St. +8.5 (5.0%)
2025-12-31,UConn,Xavier,74.4,73.9,-0.5,12.5,12.0,142.2,145.5,3.3,SPREAD Xavier +12.5 (5.0%)
2025-12-31,South Dakota,North Dakota St.,79.9,84.4,4.5,-11.5,7.0,149.5,163.5,14.0,SPREAD South Dakota +11.5 (5.0%)
2025-12-31,DePaul,Villanova,67.2,75.9,8.8,-13.5,4.7,139.3,135.5,3.8,TOTAL OVER 135.5 (5.0%); SPREAD DePaul +13.5 (5.0%)
2025-12-31,Drexel,UNC Wilmington,60.7,71.2,10.5,-11.5,1.0,131.8,139.5,7.7,TOTAL UNDER 139.5 (5.0%)
2025-12-31,St. John's,Georgetown,81.5,70.1,-11.5,8.5,3.0,151.7,154.5,2.8,SPREAD St. John's -8.5 (5.0%)
2025-12-31,Army,Lehigh,70.9,75.3,4.4,4.5,8.9,146.3,142.5,3.8,TOTAL OVER 142.5 (5.0%); SPREAD Lehigh +4.5 (5.0%)
2025-12-31,Lamar,East Texas A&M,66.3,63.4,-2.9,5.5,2.6,129.3,142.5,13.2,TOTAL UNDER 142.5 (5.0%); SPREAD East Texas A&M +5.5 (5.0%)
2025-12-31,Loyola Chicago,Rhode Island,75.9,74.9,-1.0,-8.5,9.5,150.5,146.5,4.0,TOTAL OVER 146.5 (5.0%); SPREAD Loyola Chicago +8.5 (5.0%)
2025-12-31,Mercer,Furman,67.3,77.2,9.8,-1.5,8.3,144.6,155.5,10.9,TOTAL UNDER 155.5 (5.0%); SPREAD Furman -1.5 (5.0%)
2025-12-31,Tulane,East Carolina,73.4,75.2,1.8,1.5,3.3,146.1,144.5,1.6,SPREAD East Carolina +1.5 (5.0%)
2025-12-31,Wake Forest,NC State,71.7,67.6,-4.0,-9.5,13.5,139.3,158.5,19.2,TOTAL UNDER 158.5 (5.0%); SPREAD Wake Forest +9.5 (5.0%)
2025-12-31,Boston University,Navy,66.3,69.1,2.8,-4.5,1.7,135.3,137.5,2.2,
2025-12-31,Buffalo,Northern Illinois,72.9,73.8,0.9,6.5,7.4,145.9,152.5,6.6,TOTAL UNDER 152.5 (5.0%); SPREAD Northern Illinois +6.5 (5.0%)
2025-12-31,Loyola MD,American,65.2,70.2,5.0,-10.5,5.5,135.5,153.5,18.0,TOTAL UNDER 153.5 (5.0%); SPREAD Loyola MD +10.5 (5.0%)
2025-12-31,South Alabama,Louisiana,75.3,64.4,-10.9,2.5,8.4,137.0,124.5,12.5,TOTAL OVER 124.5 (5.0%); SPREAD South Alabama -2.5 (5.0%)
2025-12-31,UTSA,Florida Atlantic,81.1,85.1,4.0,-16.5,12.5,157.7,155.5,2.2,SPREAD UTSA +16.5 (5.0%)
2025-12-31,Wofford,Western Carolina,76.0,63.8,-12.2,1.5,10.7,139.7,153.5,13.8,TOTAL UNDER 153.5 (5.0%); SPREAD Wofford -1.5 (5.0%)
2025-12-31,Virginia,Virginia Tech,61.3,65.1,3.8,5.5,9.3,126.3,153.5,27.2,TOTAL UNDER 153.5 (5.0%); SPREAD Virginia Tech +5.5 (5.0%)
2025-12-31,Appalachian St.,Old Dominion,63.0,62.0,-1.0,-2.5,3.5,125.2,137.5,12.3,TOTAL UNDER 137.5 (5.0%); SPREAD Appalachian St. +2.5 (5.0%)
2025-12-31,Bucknell,Holy Cross,72.7,65.7,-6.9,2.5,4.4,138.6,136.5,2.1,SPREAD Bucknell -2.5 (5.0%)
2025-12-31,Campbell,Monmouth,70.8,74.9,4.1,-1.5,2.6,144.9,152.5,7.6,TOTAL UNDER 152.5 (5.0%); SPREAD Monmouth -1.5 (5.0%)
2025-12-31,Charleston,Elon,72.4,73.4,1.1,-3.5,2.4,146.1,156.5,10.4,TOTAL UNDER 156.5 (5.0%); SPREAD Charleston +3.5 (5.0%)
2025-12-31,Charleston Southern,Gardner-Webb,66.0,73.8,7.7,12.5,20.2,140.0,162.5,22.5,TOTAL UNDER 162.5 (5.0%); SPREAD Gardner-Webb +12.5 (5.0%)
2025-12-31,Clemson,Syracuse,79.5,66.6,-12.9,1.5,11.4,144.0,141.5,2.5,SPREAD Clemson -1.5 (5.0%)
2025-12-31,Fordham,Dayton,73.0,81.8,8.8,-16.5,7.7,150.3,138.5,11.8,TOTAL OVER 138.5 (5.0%); SPREAD Fordham +16.5 (5.0%)
2025-12-31,George Mason,La Salle,74.7,62.6,-12.2,9.5,2.7,137.2,136.5,0.7,SPREAD George Mason -9.5 (5.0%)
2025-12-31,High Point,UNC Asheville,88.0,79.5,-8.5,12.5,4.0,148.2,155.5,7.3,SPREAD UNC Asheville +12.5 (5.0%)
2025-12-31,NJIT,Penn,64.0,71.6,7.6,-14.5,6.9,135.5,150.5,15.0,TOTAL UNDER 150.5 (5.0%); SPREAD NJIT +14.5 (5.0%)
2025-12-31,Radford,USC Upstate,76.3,67.0,-9.2,-1.5,10.7,143.0,158.5,15.5,TOTAL UNDER 158.5 (5.0%); SPREAD Radford +1.5 (5.0%)
2025-12-31,Rice,Tulsa,69.2,66.3,-2.8,-13.5,16.3,134.9,153.5,18.6,TOTAL UNDER 153.5 (5.0%); SPREAD Rice +13.5 (5.0%)
2025-12-31,St. Bonaventure,VCU,61.6,77.6,16.0,-10.5,5.5,139.6,156.5,16.9,TOTAL UNDER 156.5 (5.0%); SPREAD VCU -10.5 (5.0%)
2025-12-31,Stony Brook,William & Mary,68.8,79.2,10.5,-10.5,0.0,145.5,157.5,12.0,TOTAL UNDER 157.5 (5.0%)
2025-12-31,Texas St.,Troy,65.0,81.5,16.5,-8.5,8.0,143.5,144.5,1.0,SPREAD Troy -8.5 (5.0%)
2025-12-31,Towson,Hampton,69.7,70.7,1.0,5.5,6.5,136.8,136.5,0.3,SPREAD Hampton +5.5 (5.0%)
2025-12-31,Colgate,Lafayette,69.8,70.5,0.7,6.5,7.2,140.7,147.5,6.8,TOTAL UNDER 147.5 (5.0%); SPREAD Lafayette +6.5 (5.0%)
2025-12-31,Northeastern,North Carolina A&T,79.1,67.0,-12.1,3.5,8.6,145.6,155.5,9.9,TOTAL UNDER 155.5 (5.0%); SPREAD Northeastern -3.5 (5.0%)
2025-12-31,Winthrop,Longwood,84.4,85.9,1.5,8.5,10.0,164.6,161.5,3.1,TOTAL OVER 161.5 (5.0%); SPREAD Longwood +8.5 (5.0%)
2025-12-31,George Washington,Richmond,73.5,62.0,-11.5,3.5,8.0,135.9,161.5,25.6,TOTAL UNDER 161.5 (5.0%); SPREAD George Washington -3.5 (5.0%)
2025-12-31,Georgia St.,Marshall,72.6,83.5,11.0,-13.5,2.5,155.4,153.5,1.9,SPREAD Georgia St. +13.5 (5.0%)
2025-12-31,Georgia Tech,Duke,63.2,100.4,37.2,-27.5,9.7,148.3,153.5,5.2,SPREAD Duke -27.5 (5.0%)
2025-12-31,Kansas City,Denver,69.7,64.2,-5.5,-10.5,16.0,133.5,157.5,24.0,TOTAL UNDER 157.5 (5.0%); SPREAD Kansas City +10.5 (5.0%)
2025-12-31,North Texas,Memphis,62.9,70.5,7.6,-10.5,2.9,133.6,135.5,1.9,SPREAD North Texas +10.5 (5.0%)
2025-12-31,Saint Joseph's,Saint Louis,72.4,70.8,-1.6,-20.5,22.1,143.1,159.5,16.4,TOTAL UNDER 159.5 (5.0%); SPREAD Saint Joseph's +20.5 (5.0%)
2025-12-31,Wichita St.,UAB,80.0,84.2,4.2,-3.5,0.7,156.2,149.5,6.7,TOTAL OVER 149.5 (5.0%)
2025-12-31,New Orleans,Texas A&M Corpus Chris,67.5,83.0,15.5,-4.5,11.0,149.8,144.5,5.3,TOTAL OVER 144.5 (5.0%); SPREAD Texas A&M Corpus Chris -4.5 (5.0%)
2025-12-31,Stephen F. Austin,Northwestern St.,62.6,63.5,0.9,8.5,9.4,125.2,140.5,15.3,TOTAL UNDER 140.5 (5.0%); SPREAD Northwestern St. +8.5 (5.0%)
2025-12-31,UConn,Xavier,74.4,73.7,-0.7,12.5,11.8,142.2,145.5,3.3,SPREAD Xavier +12.5 (5.0%)
2025-12-31,South Dakota,North Dakota St.,80.4,84.2,3.8,-11.5,7.7,149.5,163.5,14.0,SPREAD South Dakota +11.5 (5.0%)
2025-12-31,DePaul,Villanova,67.3,75.8,8.5,-12.5,4.0,139.3,135.5,3.8,TOTAL OVER 135.5 (5.0%); SPREAD DePaul +12.5 (5.0%)
2025-12-31,Drexel,UNC Wilmington,60.9,71.4,10.5,-11.5,1.0,131.7,139.5,7.8,TOTAL UNDER 139.5 (5.0%)
2025-12-31,St. John's,Georgetown,81.5,70.0,-11.5,8.5,3.0,151.7,154.5,2.8,SPREAD St. John's -8.5 (5.0%)
2025-12-31,Army,Lehigh,70.5,75.6,5.1,-4.5,0.6,145.8,142.5,3.3,TOTAL OVER 142.5 (5.0%)
2025-12-31,Lamar,East Texas A&M,66.3,63.4,-2.8,5.5,2.7,129.3,142.5,13.2,TOTAL UNDER 142.5 (5.0%); SPREAD East Texas A&M +5.5 (5.0%)
2025-12-31,Loyola Chicago,Rhode Island,76.0,74.7,-1.4,-8.5,9.9,150.7,146.5,4.2,TOTAL OVER 146.5 (5.0%); SPREAD Loyola Chicago +8.5 (5.0%)
2025-12-31,Mercer,Furman,67.1,77.3,10.2,-1.5,8.7,145.3,155.5,10.2,TOTAL UNDER 155.5 (5.0%); SPREAD Furman -1.5 (5.0%)
2025-12-31,Tulane,East Carolina,73.0,75.3,2.3,1.5,3.8,146.1,144.5,1.6,SPREAD East Carolina +1.5 (5.0%)
2025-12-31,Wake Forest,NC State,71.9,67.4,-4.6,-9.5,14.1,139.2,158.5,19.3,TOTAL UNDER 158.5 (5.0%); SPREAD Wake Forest +9.5 (5.0%)
2025-12-31,Boston University,Navy,67.2,69.3,2.1,-4.5,2.4,135.6,137.5,1.9,SPREAD Boston University +4.5 (5.0%)
2025-12-31,Buffalo,Northern Illinois,72.7,73.3,0.6,6.5,7.1,146.1,152.5,6.4,TOTAL UNDER 152.5 (5.0%); SPREAD Northern Illinois +6.5 (5.0%)
2025-12-31,Loyola MD,American,65.4,70.1,4.8,-10.5,5.7,134.9,153.5,18.6,TOTAL UNDER 153.5 (5.0%); SPREAD Loyola MD +10.5 (5.0%)
2025-12-31,South Alabama,Louisiana,74.7,64.0,-10.8,2.5,8.3,137.0,124.5,12.5,TOTAL OVER 124.5 (5.0%); SPREAD South Alabama -2.5 (5.0%)
2025-12-31,UTSA,Florida Atlantic,80.8,84.9,4.1,-16.5,12.4,157.7,155.5,2.2,SPREAD UTSA +16.5 (5.0%)
2025-12-31,Wofford,Western Carolina,75.8,63.8,-11.9,1.5,10.4,140.0,153.5,13.5,TOTAL UNDER 153.5 (5.0%); SPREAD Wofford -1.5 (5.0%)
2025-12-31,Virginia,Virginia Tech,61.3,64.9,3.6,5.5,9.1,126.0,153.5,27.5,TOTAL UNDER 153.5 (5.0%); SPREAD Virginia Tech +5.5 (5.0%)
2025-12-31,Appalachian St.,Old Dominion,62.4,62.5,0.1,-2.5,2.4,125.3,137.5,12.2,TOTAL UNDER 137.5 (5.0%); SPREAD Appalachian St. +2.5 (5.0%)
2025-12-31,Bucknell,Holy Cross,73.1,65.7,-7.4,2.5,4.9,139.0,136.5,2.5,SPREAD Bucknell -2.5 (5.0%)
2025-12-31,Campbell,Monmouth,70.8,74.5,3.7,-1.5,2.2,144.9,152.5,7.6,TOTAL UNDER 152.5 (5.0%); SPREAD Monmouth -1.5 (5.0%)
2025-12-31,Charleston,Elon,72.4,73.9,1.6,-3.5,1.9,146.3,156.5,10.2,TOTAL UNDER 156.5 (5.0%)
2025-12-31,Charleston Southern,Gardner-Webb,66.3,74.2,7.9,12.5,20.4,139.7,162.5,22.8,TOTAL UNDER 162.5 (5.0%); SPREAD Gardner-Webb +12.5 (5.0%)
2025-12-31,Clemson,Syracuse,79.7,66.6,-13.1,1.5,11.6,144.0,141.5,2.5,SPREAD Clemson -1.5 (5.0%)
2025-12-31,Fordham,Dayton,73.0,81.8,8.8,-16.5,7.7,150.3,138.5,11.8,TOTAL OVER 138.5 (5.0%); SPREAD Fordham +16.5 (5.0%)
2025-12-31,George Mason,La Salle,75.0,62.4,-12.6,9.5,3.1,137.3,136.5,0.8,SPREAD George Mason -9.5 (5.0%)
2025-12-31,High Point,UNC Asheville,88.1,79.7,-8.4,12.5,4.1,148.2,155.5,7.3,SPREAD UNC Asheville +12.5 (5.0%)
2025-12-31,NJIT,Penn,64.2,71.5,7.3,-14.5,7.2,135.3,150.5,15.2,TOTAL UNDER 150.5 (5.0%); SPREAD NJIT +14.5 (5.0%)
2025-12-31,Radford,USC Upstate,76.3,66.5,-9.7,-1.5,11.2,142.9,158.5,15.6,TOTAL UNDER 158.5 (5.0%); SPREAD Radford +1.5 (5.0%)
2025-12-31,Rice,Tulsa,69.0,65.4,-3.6,-13.5,17.1,135.1,153.5,18.4,TOTAL UNDER 153.5 (5.0%); SPREAD Rice +13.5 (5.0%)
2025-12-31,St. Bonaventure,VCU,61.7,78.0,16.2,-10.5,5.7,139.2,156.5,17.3,TOTAL UNDER 156.5 (5.0%); SPREAD VCU -10.5 (5.0%)
2025-12-31,Stony Brook,William & Mary,68.2,79.4,11.2,-10.5,0.7,145.5,157.5,12.0,TOTAL UNDER 157.5 (5.0%)
2025-12-31,Texas St.,Troy,65.0,81.8,16.8,-8.5,8.3,143.5,144.5,1.0,SPREAD Troy -8.5 (5.0%)
2025-12-31,Towson,Hampton,69.7,71.2,1.6,5.5,7.1,136.8,136.5,0.3,SPREAD Hampton +5.5 (5.0%)
2025-12-31,Colgate,Lafayette,69.7,70.6,1.0,6.5,7.5,140.7,147.5,6.8,TOTAL UNDER 147.5 (5.0%); SPREAD Lafayette +6.5 (5.0%)
2025-12-31,Northeastern,North Carolina A&T,78.7,66.6,-12.1,3.5,8.6,145.5,155.5,10.0,TOTAL UNDER 155.5 (5.0%); SPREAD Northeastern -3.5 (5.0%)
2025-12-31,Winthrop,Longwood,84.5,85.8,1.3,8.5,9.8,164.6,161.5,3.1,TOTAL OVER 161.5 (5.0%); SPREAD Longwood +8.5 (5.0%)
2025-12-31,George Washington,Richmond,73.3,61.8,-11.6,3.5,8.1,135.7,161.5,25.8,TOTAL UNDER 161.5 (5.0%); SPREAD George Washington -3.5 (5.0%)
2025-12-31,Georgia St.,Marshall,72.9,83.6,10.8,-13.5,2.7,155.4,153.5,1.9,SPREAD Georgia St. +13.5 (5.0%)
2025-12-31,Georgia Tech,Duke,63.0,100.6,37.6,-27.5,10.1,148.3,153.5,5.2,SPREAD Duke -27.5 (5.0%)
2025-12-31,Kansas City,Denver,69.2,64.3,-4.9,-10.5,15.4,133.0,157.5,24.5,TOTAL UNDER 157.5 (5.0%); SPREAD Kansas City +10.5 (5.0%)
2025-12-31,North Texas,Memphis,63.2,70.4,7.2,-10.5,3.3,133.2,135.5,2.3,SPREAD North Texas +10.5 (5.0%)
2025-12-31,Saint Joseph's,Saint Louis,72.3,70.2,-2.0,-20.5,22.5,142.6,159.5,16.9,TOTAL UNDER 159.5 (5.0%); SPREAD Saint Joseph's +20.5 (5.0%)
2025-12-31,Wichita St.,UAB,80.2,84.1,3.8,-3.5,0.3,156.2,149.5,6.7,TOTAL OVER 149.5 (5.0%)
2025-12-31,New Orleans,Texas A&M Corpus Chris,67.3,82.9,15.6,-4.5,11.1,150.1,144.5,5.6,TOTAL OVER 144.5 (5.0%); SPREAD Texas A&M Corpus Chris -4.5 (5.0%)
2025-12-31,Stephen F. Austin,Northwestern St.,61.7,63.2,1.5,8.5,10.0,125.4,140.5,15.1,TOTAL UNDER 140.5 (5.0%); SPREAD Northwestern St. +8.5 (5.0%)
2025-12-31,UConn,Xavier,74.2,73.9,-0.2,12.5,12.3,142.2,145.5,3.3,SPREAD Xavier +12.5 (5.0%)
2025-12-31,South Dakota,North Dakota St.,80.4,84.5,4.2,-11.5,7.3,149.5,163.5,14.0,SPREAD South Dakota +11.5 (5.0%)
2025-12-31,DePaul,Villanova,67.3,76.0,8.8,-12.5,3.7,139.3,135.5,3.8,TOTAL OVER 135.5 (5.0%); SPREAD DePaul +12.5 (5.0%)
2025-12-31,Drexel,UNC Wilmington,60.6,71.0,10.4,-11.5,1.1,132.2,139.5,7.3,TOTAL UNDER 139.5 (5.0%)
2025-12-31,St. John's,Georgetown,81.5,70.2,-11.3,8.5,2.8,151.3,154.5,3.2,TOTAL UNDER 154.5 (5.0%); SPREAD St. John's -8.5 (5.0%)
2025-12-31,Army,Lehigh,70.9,75.2,4.2,-4.5,0.3,146.0,142.5,3.5,TOTAL OVER 142.5 (5.0%)
2025-12-31,Lamar,East Texas A&M,65.8,62.9,-2.8,5.5,2.7,129.1,142.5,13.4,TOTAL UNDER 142.5 (5.0%); SPREAD East Texas A&M +5.5 (5.0%)
2025-12-31,Loyola Chicago,Rhode Island,75.8,74.8,-1.1,-8.5,9.6,150.8,146.5,4.3,TOTAL OVER 146.5 (5.0%); SPREAD Loyola Chicago +8.5 (5.0%)
2025-12-31,Mercer,Furman,67.3,77.6,10.4,-1.5,8.9,144.6,155.5,10.9,TOTAL UNDER 155.5 (5.0%); SPREAD Furman -1.5 (5.0%)
2025-12-31,Tulane,East Carolina,73.4,75.1,1.8,1.5,3.3,146.1,144.5,1.6,SPREAD East Carolina +1.5 (5.0%)
